player_id,player_name,player_position,team_shortname,top_movement,top_off_ball_runs,top_press,top_movement_build_up,top_movement_create,top_movement_finish,top_movement_direct,top_movement_quick_break,top_movement_transition,top_movement_set_play,top_movement_chaotic,top_off_ball_runs_build_up,top_off_ball_runs_create,top_off_ball_runs_finish,top_off_ball_runs_direct,top_off_ball_runs_quick_break,top_off_ball_runs_transition,top_off_ball_runs_set_play,top_off_ball_runs_chaotic,top_off_ball_runs_behind,top_off_ball_runs_coming_short,top_off_ball_runs_cross_receiver,top_off_ball_runs_dropping_off,top_off_ball_runs_overlap,top_off_ball_runs_pulling_half_space,top_off_ball_runs_pulling_wide,top_off_ball_runs_run_ahead_of_the_ball,top_off_ball_runs_support,top_off_ball_runs_underlap,top_press_pressing,top_press_pressure,top_press_counter_press,top_press_recovery_press,top_press_other,top_movement_winning,top_movement_drawing,top_movement_loosing,top_off_ball_runs_winning,top_off_ball_runs_drawing,top_off_ball_runs_loosing,top_press_winning,top_press_drawing,top_press_loosing,top_movement_left,top_movement_center,top_movement_right,top_movement_middle_third,top_movement_attacking_third,top_movement_penalty,top_off_ball_runs_left,top_off_ball_runs_center,top_off_ball_runs_right,top_off_ball_runs_middle_third,top_off_ball_runs_attacking_third,top_off_ball_runs_penalty,top_movement_jogging,top_movement_running,top_movement_hsr,top_movement_sprinting,top_off_ball_runs_running,top_off_ball_runs_hsr,top_off_ball_runs_sprinting,top_choice,top_choice_attempts,top_choice_winning,top_choice_attempts_winning,top_choice_drawing,top_choice_attempts_drawing,top_choice_loosing,top_choice_attempts_loosing,top_choice_left,top_choice_attempts_left,top_choice_center,top_choice_attempts_center,top_choice_right,top_choice_attempts_right,top_choice_middle_third,top_choice_attempts_middle_third,top_choice_attacking_third,top_choice_attempts_attacking_third,top_choice_penalty,top_choice_attempts_penalty,top_choice_build_up,top_choice_attempts_build_up,top_choice_create,top_choice_attempts_create,top_choice_finish,top_choice_attempts_finish,top_choice_direct,top_choice_attempts_direct,top_choice_quick_break,top_choice_attempts_quick_break,top_choice_transition,top_choice_attempts_transition,top_choice_set_play,top_choice_attempts_set_play,top_choice_chaotic,top_choice_attempts_chaotic,minutes_total,match_played,top_movement_per90,top_off_ball_runs_per90,top_press_per90,top_movement_build_up_per90,top_movement_create_per90,top_movement_finish_per90,top_movement_direct_per90,top_movement_quick_break_per90,top_movement_transition_per90,top_movement_set_play_per90,top_movement_chaotic_per90,top_off_ball_runs_build_up_per90,top_off_ball_runs_create_per90,top_off_ball_runs_finish_per90,top_off_ball_runs_direct_per90,top_off_ball_runs_quick_break_per90,top_off_ball_runs_transition_per90,top_off_ball_runs_set_play_per90,top_off_ball_runs_chaotic_per90,top_off_ball_runs_behind_per90,top_off_ball_runs_coming_short_per90,top_off_ball_runs_cross_receiver_per90,top_off_ball_runs_dropping_off_per90,top_off_ball_runs_overlap_per90,top_off_ball_runs_pulling_half_space_per90,top_off_ball_runs_pulling_wide_per90,top_off_ball_runs_run_ahead_of_the_ball_per90,top_off_ball_runs_support_per90,top_off_ball_runs_underlap_per90,top_press_pressing_per90,top_press_pressure_per90,top_press_counter_press_per90,top_press_recovery_press_per90,top_press_other_per90,top_movement_winning_per90,top_movement_drawing_per90,top_movement_loosing_per90,top_off_ball_runs_winning_per90,top_off_ball_runs_drawing_per90,top_off_ball_runs_loosing_per90,top_press_winning_per90,top_press_drawing_per90,top_press_loosing_per90,top_movement_left_per90,top_movement_center_per90,top_movement_right_per90,top_movement_middle_third_per90,top_movement_attacking_third_per90,top_movement_penalty_per90,top_off_ball_runs_left_per90,top_off_ball_runs_center_per90,top_off_ball_runs_right_per90,top_off_ball_runs_middle_third_per90,top_off_ball_runs_attacking_third_per90,top_off_ball_runs_penalty_per90,top_movement_jogging_per90,top_movement_running_per90,top_movement_hsr_per90,top_movement_sprinting_per90,top_off_ball_runs_running_per90,top_off_ball_runs_hsr_per90,top_off_ball_runs_sprinting_per90
51000,J. Courtney-Perkins,LCB,Sydney FC,1.18,0.64,2.25,0.01,0.07,0.5,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.14,0.0,0.0,0.0,0.46,0.03,0.0,0.0,0.53,0.01,0.0,0.0,0.0,0.04,0.06,0.0,0.0,0.5,0.0,0.25,1.5,0.0,0.0,1.17,0.0,0.0,0.64,0.0,0.0,2.25,0.29,0.89,0.0,0.15,1.01,0.86,0.11,0.53,0.0,0.05,0.58,0.53,0.47,0.56,0.0,0.0,0.62,0.01,0.0,0.24,37.0,0.0,0.0,0.0,3.0,0.26,34.0,0.21,29.0,0.33,6.0,0.5,2.0,0.25,20.0,0.33,3.0,0.0,0.0,0.18,11.0,0.27,15.0,0.0,7.0,0.5,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,94.65,1,1.12,0.61,2.14,0.01,0.07,0.48,0.0,0.0,0.0,0.48,0.1,0.0,0.0,0.13,0.0,0.0,0.0,0.44,0.03,0.0,0.0,0.5,0.01,0.0,0.0,0.0,0.04,0.06,0.0,0.0,0.48,0.0,0.24,1.43,0.0,0.0,1.11,0.0,0.0,0.61,0.0,0.0,2.14,0.28,0.85,0.0,0.14,0.96,0.82,0.1,0.5,0.0,0.05,0.55,0.5,0.45,0.53,0.0,0.0,0.59,0.01,0.0
51002,J. O'Shea,LDM,Brisbane FC,1.39,0.48,3.5,0.01,0.13,0.83,0.0,0.34,0.0,0.08,0.01,0.0,0.05,0.17,0.0,0.25,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0.0,0.01,0.0,0.12,0.28,0.02,0.0,0.75,0.0,1.5,1.25,0.0,0.76,0.63,0.0,0.32,0.16,0.0,3.25,0.25,0.29,0.53,0.56,0.21,1.18,0.19,0.03,0.28,0.17,0.05,0.43,0.18,1.02,0.18,0.08,0.0,0.37,0.11,0.0,0.33,70.0,0.0,0.0,0.31,49.0,0.38,21.0,0.17,18.0,0.43,23.0,0.34,29.0,0.35,40.0,0.35,26.0,0.0,3.0,0.25,4.0,0.44,25.0,0.18,33.0,0.0,0.0,0.33,3.0,0.0,0.0,0.0,0.0,0.8,5.0,102.13,1,1.22,0.42,3.08,0.01,0.11,0.73,0.0,0.3,0.0,0.07,0.01,0.0,0.04,0.15,0.0,0.22,0.0,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.11,0.25,0.02,0.0,0.66,0.0,1.32,1.1,0.0,0.67,0.56,0.0,0.28,0.14,0.0,2.86,0.22,0.26,0.47,0.49,0.19,1.04,0.17,0.03,0.25,0.15,0.04,0.38,0.16,0.9,0.16,0.07,0.0,0.33,0.1,0.0
51005,D. Pierias,RB,Adelaide United,1.6,0.93,1.75,0.01,0.32,0.86,0.0,0.04,0.34,0.02,0.01,0.0,0.24,0.34,0.0,0.0,0.34,0.0,0.0,0.06,0.0,0.11,0.0,0.06,0.0,0.01,0.14,0.45,0.1,0.0,1.0,0.0,0.0,0.75,0.0,0.22,1.39,0.0,0.09,0.83,0.0,1.0,0.75,0.0,0.79,0.82,0.21,1.39,0.41,0.0,0.55,0.38,0.08,0.84,0.25,0.89,0.06,0.21,0.27,0.39,0.26,0.27,0.22,32.0,0.0,0.0,0.38,13.0,0.11,19.0,0.33,3.0,0.33,6.0,0.17,23.0,0.0,7.0,0.36,14.0,0.5,6.0,0.17,6.0,0.0,9.0,0.33,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,96.0,1,1.5,0.87,1.64,0.01,0.3,0.81,0.0,0.04,0.32,0.02,0.01,0.0,0.22,0.32,0.0,0.0,0.32,0.0,0.0,0.06,0.0,0.1,0.0,0.06,0.0,0.01,0.13,0.42,0.09,0.0,0.94,0.0,0.0,0.7,0.0,0.21,1.3,0.0,0.08,0.78,0.0,0.94,0.7,0.0,0.74,0.77,0.2,1.3,0.38,0.0,0.52,0.36,0.08,0.79,0.23,0.83,0.06,0.2,0.25,0.37,0.24,0.25
51006,T. Uskok,RCB,Macarthur FC,0.14,0.0,2.5,0.0,0.05,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.25,0.75,0.0,0.01,0.13,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.07,0.07,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.2,40.0,0.0,0.0,0.27,11.0,0.17,29.0,0.2,5.0,0.27,11.0,0.17,24.0,0.13,23.0,0.0,1.0,0.0,0.0,0.29,14.0,0.17,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,98.75,1,0.13,0.0,2.28,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.23,0.68,0.0,0.01,0.12,0.0,0.0,0.0,0.0,1.14,1.14,0.0,0.06,0.06,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
51008,T. Imai,RB,Western United,0.4,0.23,4.25,0.01,0.11,0.13,0.0,0.05,0.03,0.01,0.03,0.0,0.05,0.08,0.0,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.04,0.11,0.05,0.0,2.0,0.0,1.75,0.5,0.29,0.1,0.0,0.17,0.07,0.0,3.25,1.0,0.0,0.0,0.06,0.33,0.16,0.22,0.05,0.0,0.0,0.22,0.07,0.16,0.05,0.13,0.04,0.12,0.03,0.06,0.12,0.03,0.32,19.0,0.32,17.0,0.25,2.0,0.0,0.0,0.14,3.5,0.28,3.5,0.38,12.0,0.31,8.0,0.36,5.5,0.0,0.0,0.4,2.5,0.23,8.5,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,1.5,175.76,2,0.2,0.12,2.18,0.01,0.06,0.07,0.0,0.03,0.02,0.01,0.02,0.0,0.03,0.04,0.0,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.06,0.03,0.0,1.02,0.0,0.9,0.26,0.15,0.05,0.0,0.09,0.04,0.0,1.66,0.51,0.0,0.0,0.03,0.17,0.08,0.11,0.03,0.0,0.0,0.11,0.04,0.08,0.03,0.07,0.02,0.06,0.02,0.03,0.06,0.02
51009,R. Scott,GK,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,9.0,0.0,0.0,0.25,8.0,1.0,1.0,0.0,2.0,0.5,2.0,0.4,5.0,0.33,3.0,0.0,0.0,0.0,0.0,0.17,6.0,0.0,0.0,0.0,0.0,0.67,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51014,I. Vujica,LWB,Macarthur FC,0.56,0.18,3.5,0.01,0.18,0.21,0.0,0.0,0.14,0.0,0.01,0.01,0.06,0.1,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.06,0.02,0.05,0.0,1.5,0.0,0.5,1.5,0.0,0.09,0.47,0.0,0.07,0.11,0.0,0.75,2.75,0.42,0.14,0.0,0.18,0.36,0.07,0.18,0.0,0.0,0.06,0.11,0.0,0.43,0.08,0.03,0.0,0.13,0.05,0.0,0.29,24.0,0.0,0.0,0.0,3.0,0.33,21.0,0.21,19.0,0.67,3.0,0.5,2.0,0.07,14.0,0.71,7.0,0.5,2.0,0.0,2.0,0.14,14.0,0.57,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,98.75,1,0.51,0.16,3.19,0.01,0.16,0.19,0.0,0.0,0.13,0.0,0.01,0.01,0.05,0.09,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.05,0.02,0.05,0.0,1.37,0.0,0.46,1.37,0.0,0.08,0.43,0.0,0.06,0.1,0.0,0.68,2.51,0.38,0.13,0.0,0.16,0.33,0.06,0.16,0.0,0.0,0.05,0.1,0.0,0.39,0.07,0.03,0.0,0.12,0.05,0.0
51015,A. Rufer,DM,Wellington P FC,0.31,0.14,8.0,0.01,0.04,0.09,0.01,0.13,0.01,0.03,0.0,0.0,0.01,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,4.5,2.0,0.0,0.03,0.29,0.0,0.0,0.13,0.0,4.75,3.25,0.07,0.18,0.06,0.07,0.23,0.13,0.0,0.13,0.01,0.01,0.13,0.13,0.15,0.01,0.13,0.0,0.01,0.13,0.0,0.25,44.0,0.0,0.0,0.08,12.0,0.31,32.0,0.19,16.0,0.55,11.0,0.12,17.0,0.29,24.0,0.3,10.0,1.0,1.0,0.14,7.0,0.14,22.0,0.43,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,2.0,0.33,3.0,98.82,1,0.28,0.13,7.29,0.01,0.04,0.08,0.01,0.12,0.01,0.03,0.0,0.0,0.01,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,4.1,1.82,0.0,0.03,0.26,0.0,0.0,0.12,0.0,4.33,2.96,0.06,0.16,0.05,0.06,0.21,0.12,0.0,0.12,0.01,0.01,0.12,0.12,0.14,0.01,0.12,0.0,0.01,0.12,0.0
51015,A. Rufer,LM,Wellington P FC,0.32,0.06,6.75,0.01,0.11,0.13,0.0,0.0,0.02,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1.25,0.0,4.5,1.0,0.0,0.07,0.25,0.0,0.01,0.04,0.0,0.5,6.25,0.1,0.18,0.04,0.21,0.09,0.0,0.01,0.04,0.0,0.05,0.0,0.0,0.23,0.04,0.0,0.0,0.06,0.0,0.0,0.19,37.0,0.0,0.0,0.0,7.0,0.23,30.0,0.15,13.0,0.29,14.0,0.1,10.0,0.16,19.0,0.43,7.0,1.0,1.0,0.12,8.0,0.25,16.0,0.4,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,100.85,1,0.29,0.05,6.02,0.01,0.1,0.12,0.0,0.0,0.02,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1.12,0.0,4.02,0.89,0.0,0.06,0.22,0.0,0.01,0.04,0.0,0.45,5.58,0.09,0.16,0.04,0.19,0.08,0.0,0.01,0.04,0.0,0.04,0.0,0.0,0.21,0.04,0.0,0.0,0.05,0.0,0.0
51017,T. Payne,RB,Wellington P FC,0.5,0.24,0.0,0.0,0.08,0.24,0.04,0.0,0.06,0.04,0.03,0.0,0.03,0.1,0.03,0.0,0.04,0.03,0.01,0.05,0.0,0.0,0.0,0.01,0.0,0.01,0.14,0.05,0.0,0.0,-0.25,0.0,0.5,-0.25,0.0,0.08,0.42,0.0,0.05,0.2,0.0,0.25,-0.25,0.02,0.04,0.44,0.12,0.37,0.03,0.0,0.03,0.21,0.03,0.22,0.13,0.19,0.01,0.05,0.16,0.05,0.1,0.1,0.43,28.0,0.0,0.0,0.4,5.0,0.43,23.0,0.67,3.0,0.62,8.0,0.29,17.0,0.44,9.0,0.5,14.0,0.57,7.0,0.4,5.0,0.14,7.0,0.5,10.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.5,2.0,98.82,1,0.46,0.22,0.0,0.0,0.07,0.22,0.04,0.0,0.05,0.04,0.03,0.0,0.03,0.09,0.03,0.0,0.04,0.03,0.01,0.05,0.0,0.0,0.0,0.01,0.0,0.01,0.13,0.05,0.0,0.0,-0.23,0.0,0.46,-0.23,0.0,0.07,0.38,0.0,0.05,0.18,0.0,0.23,-0.23,0.02,0.04,0.4,0.11,0.34,0.03,0.0,0.03,0.19,0.03,0.2,0.12,0.17,0.01,0.05,0.15,0.05,0.09,0.09
51028,S. Sutton,LB,Wellington P FC,0.58,0.38,2.75,0.02,0.08,0.4,0.01,0.0,0.03,0.02,0.02,0.01,0.04,0.32,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.19,0.0,0.09,0.0,0.0,0.03,0.05,0.02,0.0,0.0,0.0,0.5,2.25,0.0,0.08,0.5,0.0,0.02,0.36,0.0,2.0,0.75,0.38,0.19,0.0,0.13,0.42,0.19,0.19,0.19,0.0,0.05,0.32,0.27,0.17,0.06,0.02,0.28,0.05,0.03,0.27,0.23,30.0,0.0,0.0,0.2,10.0,0.25,20.0,0.24,25.0,0.33,3.0,0.0,2.0,0.23,13.0,0.43,7.0,1.0,1.0,0.08,12.0,0.44,9.0,0.14,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,98.82,1,0.53,0.35,2.5,0.02,0.07,0.36,0.01,0.0,0.03,0.02,0.02,0.01,0.04,0.29,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.17,0.0,0.08,0.0,0.0,0.03,0.05,0.02,0.0,0.0,0.0,0.46,2.05,0.0,0.07,0.46,0.0,0.02,0.33,0.0,1.82,0.68,0.35,0.17,0.0,0.12,0.38,0.17,0.17,0.17,0.0,0.05,0.29,0.25,0.15,0.05,0.02,0.26,0.05,0.03,0.25
51028,S. Sutton,LWB,Wellington P FC,0.62,0.35,2.0,0.01,0.07,0.49,0.0,0.0,0.02,0.01,0.02,0.0,0.04,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.01,0.0,0.0,0.0,0.08,0.07,0.06,0.0,0.75,0.0,0.0,1.25,0.0,0.27,0.35,0.0,0.22,0.13,0.0,0.25,1.75,0.47,0.15,0.0,0.09,0.52,0.25,0.2,0.14,0.0,0.04,0.31,0.18,0.27,0.08,0.19,0.03,0.09,0.24,0.0,0.22,32.0,0.0,0.0,0.25,12.0,0.2,20.0,0.19,27.0,0.5,4.0,0.0,1.0,0.25,16.0,0.18,11.0,0.0,3.0,0.33,6.0,0.17,12.0,0.25,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.5,2.0,99.2,1,0.56,0.32,1.81,0.01,0.06,0.44,0.0,0.0,0.02,0.01,0.02,0.0,0.04,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.0,0.0,0.0,0.07,0.06,0.05,0.0,0.68,0.0,0.0,1.13,0.0,0.24,0.32,0.0,0.2,0.12,0.0,0.23,1.59,0.43,0.14,0.0,0.08,0.47,0.23,0.18,0.13,0.0,0.04,0.28,0.16,0.24,0.07,0.17,0.03,0.08,0.22,0.0
51044,L. Brattan,DM,Macarthur FC,0.3,0.08,4.25,0.01,0.11,0.12,0.0,0.02,0.02,0.01,0.01,0.0,0.04,0.01,0.0,0.02,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.02,0.05,0.0,0.0,1.25,0.25,1.25,1.5,0.0,0.07,0.23,0.0,0.04,0.04,0.0,1.0,3.25,0.16,0.06,0.08,0.14,0.14,0.03,0.04,0.01,0.03,0.04,0.03,0.0,0.21,0.07,0.0,0.0,0.08,0.0,0.0,0.19,43.0,0.0,0.0,0.12,8.0,0.2,35.0,0.16,19.0,0.33,9.0,0.13,15.0,0.2,25.0,0.33,6.0,0.0,1.0,0.08,12.0,0.2,20.0,0.25,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,2.0,98.75,1,0.27,0.07,3.87,0.01,0.1,0.11,0.0,0.02,0.02,0.01,0.01,0.0,0.04,0.01,0.0,0.02,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.02,0.05,0.0,0.0,1.14,0.23,1.14,1.37,0.0,0.06,0.21,0.0,0.04,0.04,0.0,0.91,2.96,0.15,0.05,0.07,0.13,0.13,0.03,0.04,0.01,0.03,0.04,0.03,0.0,0.19,0.06,0.0,0.0,0.07,0.0,0.0
51045,A. Cáceres,AM,Sydney FC,1.16,0.43,3.5,0.02,0.17,0.8,0.0,0.01,0.08,0.04,0.04,0.0,0.04,0.29,0.0,0.0,0.07,0.02,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.09,0.26,0.03,0.0,0.25,0.5,1.0,1.75,0.67,0.49,0.0,0.27,0.16,0.0,2.5,1.0,0.0,0.37,0.32,0.47,0.23,0.92,0.05,0.15,0.12,0.15,0.05,0.38,0.04,0.86,0.14,0.11,0.01,0.27,0.14,0.01,0.39,46.0,0.31,26.0,0.5,20.0,0.0,0.0,0.3,10.0,0.5,14.0,0.36,22.0,0.27,15.0,0.48,29.0,0.57,7.0,0.0,2.0,0.31,16.0,0.43,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5.0,0.0,0.0,96.0,1,1.09,0.4,3.28,0.02,0.16,0.75,0.0,0.01,0.08,0.04,0.04,0.0,0.04,0.27,0.0,0.0,0.07,0.02,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.08,0.24,0.03,0.0,0.23,0.47,0.94,1.64,0.63,0.46,0.0,0.25,0.15,0.0,2.34,0.94,0.0,0.35,0.3,0.44,0.22,0.86,0.05,0.14,0.11,0.14,0.05,0.36,0.04,0.81,0.13,0.1,0.01,0.25,0.13,0.01
51045,A. Cáceres,LM,Sydney FC,0.6,0.13,3.5,0.02,0.14,0.29,0.0,0.04,0.0,0.03,0.08,0.0,0.05,0.04,0.0,0.02,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.01,0.06,0.02,0.25,0.5,0.0,2.25,0.5,0.0,0.01,0.59,0.0,0.0,0.13,0.0,0.25,3.25,0.26,0.12,0.22,0.25,0.33,0.0,0.09,0.02,0.02,0.06,0.06,0.0,0.47,0.08,0.04,0.0,0.08,0.05,0.0,0.39,46.0,0.0,0.0,0.0,0.0,0.39,46.0,0.28,29.0,0.71,7.0,0.5,10.0,0.31,16.0,0.56,18.0,1.0,5.0,0.5,2.0,0.3,20.0,0.38,13.0,0.0,0.0,0.67,3.0,0.0,1.0,0.33,3.0,0.75,4.0,94.65,1,0.57,0.12,3.33,0.02,0.13,0.28,0.0,0.04,0.0,0.03,0.08,0.0,0.05,0.04,0.0,0.02,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.01,0.06,0.02,0.24,0.48,0.0,2.14,0.48,0.0,0.01,0.56,0.0,0.0,0.12,0.0,0.24,3.09,0.25,0.11,0.21,0.24,0.31,0.0,0.09,0.02,0.02,0.06,0.06,0.0,0.45,0.08,0.04,0.0,0.08,0.05,0.0
51051,C. Talbot,RB,Melbourne City,0.4,0.17,0.5,0.0,0.07,0.19,0.01,0.04,0.01,0.07,0.01,0.0,0.03,0.06,0.01,0.02,0.0,0.03,0.01,0.0,0.0,0.0,0.01,0.03,0.0,0.01,0.04,0.05,0.02,0.0,0.25,0.0,0.25,0.0,0.06,0.35,0.0,0.04,0.13,0.0,0.25,0.25,0.0,0.0,0.02,0.39,0.12,0.28,0.04,0.0,0.0,0.16,0.03,0.13,0.02,0.22,0.07,0.06,0.01,0.1,0.06,0.0,0.29,41.0,0.29,14.0,0.3,27.0,0.0,0.0,0.6,5.0,0.5,4.0,0.22,32.0,0.18,17.0,0.27,15.0,0.33,3.0,0.5,2.0,0.27,22.0,0.36,11.0,0.0,0.0,0.0,2.0,0.0,1.0,0.33,3.0,0.0,0.0,98.72,1,0.36,0.15,0.46,0.0,0.06,0.17,0.01,0.04,0.01,0.06,0.01,0.0,0.03,0.05,0.01,0.02,0.0,0.03,0.01,0.0,0.0,0.0,0.01,0.03,0.0,0.01,0.04,0.05,0.02,0.0,0.23,0.0,0.23,0.0,0.05,0.32,0.0,0.04,0.12,0.0,0.23,0.23,0.0,0.0,0.02,0.36,0.11,0.26,0.04,0.0,0.0,0.15,0.03,0.12,0.02,0.2,0.06,0.05,0.01,0.09,0.05,0.0
51644,R. Grant,RCB,Sydney FC,0.28,0.02,2.25,0.01,0.03,0.18,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.25,0.23,0.05,0.0,0.0,0.02,0.0,1.75,0.5,0.0,0.02,0.24,0.03,0.06,0.21,0.2,0.01,0.0,0.0,0.0,0.01,0.0,0.25,0.01,0.0,0.0,0.02,0.0,0.0,0.21,38.0,0.09,11.0,0.26,27.0,0.0,0.0,0.1,10.0,0.36,14.0,0.14,14.0,0.24,25.0,1.0,1.0,0.0,0.0,0.08,13.0,0.2,20.0,0.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1,0.26,0.02,2.11,0.01,0.03,0.17,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.47,1.17,0.22,0.05,0.0,0.0,0.02,0.0,1.64,0.47,0.0,0.02,0.22,0.03,0.06,0.2,0.19,0.01,0.0,0.0,0.0,0.01,0.0,0.23,0.01,0.0,0.0,0.02,0.0,0.0
51644,R. Grant,RWB,Sydney FC,1.53,0.47,4.75,0.01,0.14,1.01,0.03,0.01,0.01,0.21,0.1,0.0,0.01,0.34,0.03,0.0,0.0,0.04,0.04,0.06,0.0,0.21,0.0,0.08,0.0,0.0,0.07,0.04,0.02,0.0,2.75,0.0,1.5,0.5,0.0,0.1,1.43,0.0,0.0,0.47,0.0,1.75,3.0,0.03,0.54,0.96,0.2,1.32,0.7,0.0,0.16,0.31,0.02,0.45,0.18,0.89,0.32,0.0,0.08,0.29,0.1,0.08,0.26,27.0,0.0,0.0,0.0,0.0,0.26,27.0,0.0,0.0,0.4,10.0,0.18,17.0,0.2,15.0,0.36,11.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,7.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,0.57,7.0,94.65,1,1.45,0.45,4.52,0.01,0.13,0.96,0.03,0.01,0.01,0.2,0.1,0.0,0.01,0.32,0.03,0.0,0.0,0.04,0.04,0.06,0.0,0.2,0.0,0.08,0.0,0.0,0.07,0.04,0.02,0.0,2.61,0.0,1.43,0.48,0.0,0.1,1.36,0.0,0.0,0.45,0.0,1.66,2.85,0.03,0.51,0.91,0.19,1.26,0.67,0.0,0.15,0.29,0.02,0.43,0.17,0.85,0.3,0.0,0.08,0.28,0.1,0.08
