player_id,player_name,player_position,team_shortname,top_movement,top_off_ball_runs,top_choice,top_choice_attempts,top_press,top_movement_build_up,top_movement_create,top_movement_finish,top_movement_direct,top_movement_quick_break,top_movement_transition,top_movement_set_play,top_movement_chaotic,top_off_ball_runs_build_up,top_off_ball_runs_create,top_off_ball_runs_finish,top_off_ball_runs_direct,top_off_ball_runs_quick_break,top_off_ball_runs_transition,top_off_ball_runs_set_play,top_off_ball_runs_chaotic,top_off_ball_runs_behind,top_off_ball_runs_coming_short,top_off_ball_runs_cross_receiver,top_off_ball_runs_dropping_off,top_off_ball_runs_overlap,top_off_ball_runs_pulling_half_space,top_off_ball_runs_pulling_wide,top_off_ball_runs_run_ahead_of_the_ball,top_off_ball_runs_support,top_off_ball_runs_underlap,top_press_pressing,top_press_pressure,top_press_counter_press,top_press_recovery_press,top_press_other,top_movement_winning,top_movement_drawing,top_movement_loosing,top_off_ball_runs_winning,top_off_ball_runs_drawing,top_off_ball_runs_loosing,top_choice_winning,top_choice_drawing,top_choice_loosing,top_choice_attempts_winning,top_choice_attempts_drawing,top_choice_attempts_loosing,top_press_winning,top_press_drawing,top_press_loosing,top_movement_left,top_movement_center,top_movement_right,top_movement_middle_third,top_movement_attacking_third,top_movement_penalty,top_off_ball_runs_left,top_off_ball_runs_center,top_off_ball_runs_right,top_off_ball_runs_middle_third,top_off_ball_runs_attacking_third,top_off_ball_runs_penalty,top_choice_left,top_choice_center,top_choice_right,top_choice_attempts_left,top_choice_attempts_center,top_choice_attempts_right,top_choice_middle_third,top_choice_attacking_third,top_choice_attempts_middle_third,top_choice_attempts_attacking_third,top_choice_penalty,top_choice_attempts_penalty,top_choice_build_up,top_choice_create,top_choice_finish,top_choice_direct,top_choice_quick_break,top_choice_transition,top_choice_set_play,top_choice_chaotic,top_choice_attempts_build_up,top_choice_attempts_create,top_choice_attempts_finish,top_choice_attempts_direct,top_choice_attempts_quick_break,top_choice_attempts_transition,top_choice_attempts_set_play,top_choice_attempts_chaotic,top_movement_jogging,top_movement_running,top_movement_hsr,top_movement_sprinting,top_off_ball_runs_running,top_off_ball_runs_hsr,top_off_ball_runs_sprinting
51690,R. Najjarine,RW,Western United,0.26,0.15,0.67,3.0,0.0,0.0,0.01,0.16,0.0,0.09,0.0,0.0,0.01,0.0,0.0,0.06,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.15,0.0,0.0,0.67,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,0.01,0.25,0.08,0.0,0.0,0.15,0.0,0.15,0.06,1.0,0.5,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.23,0.03,0.0,0.0,0.06,0.09,0.0
51675,A. Thurgate,LM,Western United,0.24,0.1,0.47,15.0,3.75,0.01,0.07,0.12,0.0,0.0,0.0,0.0,0.04,0.0,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.07,0.01,0.0,1.5,0.0,1.75,0.5,0.12,0.12,0.0,0.05,0.05,0.0,0.55,0.25,0.0,11.0,4.0,0.0,3.75,0.0,0.0,0.13,0.1,0.01,0.12,0.11,0.0,0.03,0.07,0.0,0.04,0.06,0.0,0.29,0.8,0.33,7.0,5.0,3.0,0.75,0.33,8.0,3.0,0.0,0.0,0.0,0.71,0.33,0.0,0.0,0.0,0.0,1.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,0.11,0.09,0.02,0.0,0.1,0.0,0.0
560916,N. Botić,CF,Western United,2.65,1.65,0.44,16.0,0.5,0.06,0.62,1.21,0.06,0.33,0.09,0.0,0.29,0.0,0.27,0.75,0.04,0.32,0.08,0.0,0.19,0.72,0.01,0.55,0.0,0.0,0.01,0.01,0.35,0.0,0.0,0.0,0.0,0.0,0.25,0.25,2.2,0.46,0.0,1.42,0.23,0.0,0.36,1.0,0.0,14.0,2.0,0.0,0.5,0.0,0.0,0.47,2.12,0.07,0.68,1.97,0.92,0.18,1.47,0.01,0.12,1.53,0.72,0.5,0.67,0.0,10.0,3.0,3.0,0.36,1.0,11.0,3.0,0.0,0.0,0.0,0.2,1.0,1.0,1.0,0.0,0.0,0.2,1.0,5.0,2.0,2.0,1.0,0.0,0.0,5.0,0.93,0.71,0.44,0.27,1.01,0.51,0.13
818284,O. Lavale,CF,Western United,0.96,0.67,0.4,5.0,1.25,0.01,0.18,0.67,0.01,0.05,0.0,0.0,0.04,0.0,0.13,0.53,0.0,0.0,0.0,0.0,0.01,0.08,0.0,0.47,0.0,0.0,0.0,0.0,0.11,0.01,0.0,0.0,0.0,0.0,1.0,0.25,0.96,0.0,0.0,0.67,0.0,0.0,0.4,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.0,0.18,0.76,0.01,0.19,0.76,0.55,0.01,0.63,0.02,0.03,0.64,0.53,0.5,0.5,0.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.28,0.04,0.54,0.08,0.58,0.0,0.09
957737,D. Leonard,LCB,Western United,0.12,0.01,0.38,50.0,1.5,0.01,0.03,0.05,0.0,0.02,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.5,0.0,0.0,1.0,0.07,0.05,0.0,0.01,0.0,0.0,0.45,0.29,0.0,29.0,21.0,0.0,1.5,0.0,0.0,0.08,0.03,0.01,0.05,0.05,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.29,0.56,0.25,28.0,18.0,4.0,0.5,0.25,30.0,8.0,0.0,0.0,0.31,0.35,0.0,1.0,0.0,0.0,0.0,0.33,16.0,20.0,3.0,5.0,0.0,0.0,0.0,3.0,0.04,0.01,0.0,0.0,0.01,0.01,0.0
809670,J. Lauton,RM,Western United,0.34,0.22,0.36,14.0,1.25,0.0,0.01,0.02,0.01,0.04,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.25,0.0,0.75,0.25,0.34,0.0,0.0,0.22,0.0,0.0,0.36,0.0,0.0,14.0,0.0,0.0,1.25,0.0,0.0,0.12,0.22,0.01,0.13,0.2,0.0,0.03,0.19,0.0,0.05,0.17,0.17,0.33,0.4,0.33,6.0,5.0,3.0,0.25,0.6,8.0,5.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,5.0,0.09,0.06,0.17,0.0,0.05,0.17,0.0
33697,N. Pijnaker,LCB,Auckland FC,0.05,0.0,0.34,44.0,2.5,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.5,0.25,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.38,0.33,0.0,8.0,36.0,0.0,0.25,2.25,0.03,0.02,0.01,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.36,0.33,27.0,11.0,6.0,0.4,0.0,30.0,2.0,0.0,0.0,0.5,0.18,0.0,0.62,0.0,1.0,0.0,0.5,8.0,22.0,3.0,8.0,0.0,1.0,0.0,2.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
51713,C. Elliott,RB,Auckland FC,0.13,0.08,0.33,15.0,1.0,0.0,0.05,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.03,0.02,0.01,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.13,0.0,0.0,0.08,0.0,0.0,0.33,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.01,0.13,0.05,0.08,0.02,0.0,0.0,0.08,0.02,0.06,0.02,1.0,0.67,0.18,1.0,3.0,11.0,0.33,0.4,6.0,5.0,0.5,2.0,0.0,0.6,0.25,0.5,0.0,0.0,0.0,0.0,2.0,5.0,4.0,2.0,0.0,2.0,0.0,0.0,0.05,0.03,0.03,0.0,0.03,0.05,0.0
23922,B. Garuccio,LB,Western United,0.34,0.15,0.32,31.0,4.0,0.01,0.07,0.23,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.0,0.0,0.03,0.03,0.0,0.0,2.0,0.0,1.75,0.25,0.26,0.08,0.0,0.13,0.02,0.0,0.33,0.31,0.0,18.0,13.0,0.0,3.75,0.25,0.0,0.31,0.03,0.0,0.13,0.2,0.0,0.15,0.0,0.0,0.05,0.1,0.06,0.24,0.62,0.0,21.0,8.0,2.0,0.35,0.3,17.0,10.0,0.25,4.0,0.0,0.31,0.27,1.0,1.0,0.0,0.0,0.0,1.0,13.0,11.0,2.0,1.0,1.0,0.0,2.0,0.14,0.03,0.03,0.09,0.04,0.03,0.08
50951,J. Brimmer,LM,Auckland FC,0.18,0.07,0.31,32.0,2.0,0.01,0.1,0.02,0.0,0.01,0.0,0.01,0.03,0.0,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.25,0.25,1.0,0.5,0.0,0.0,0.18,0.0,0.0,0.07,0.0,0.0,0.31,0.0,0.0,32.0,0.0,0.0,2.0,0.08,0.05,0.04,0.13,0.04,0.0,0.05,0.01,0.01,0.04,0.03,0.0,0.24,0.5,0.29,17.0,8.0,7.0,0.35,0.4,23.0,5.0,0.0,0.0,0.5,0.3,0.0,0.0,0.0,0.5,0.0,0.5,2.0,20.0,4.0,0.0,0.0,2.0,0.0,4.0,0.11,0.04,0.03,0.0,0.05,0.02,0.0
