player_id,player_name,player_position,team_shortname,top_movement,top_off_ball_runs,top_choice,top_choice_attempts,top_press,top_movement_build_up,top_movement_create,top_movement_finish,top_movement_direct,top_movement_quick_break,top_movement_transition,top_movement_set_play,top_movement_chaotic,top_off_ball_runs_build_up,top_off_ball_runs_create,top_off_ball_runs_finish,top_off_ball_runs_direct,top_off_ball_runs_quick_break,top_off_ball_runs_transition,top_off_ball_runs_set_play,top_off_ball_runs_chaotic,top_off_ball_runs_behind,top_off_ball_runs_coming_short,top_off_ball_runs_cross_receiver,top_off_ball_runs_dropping_off,top_off_ball_runs_overlap,top_off_ball_runs_pulling_half_space,top_off_ball_runs_pulling_wide,top_off_ball_runs_run_ahead_of_the_ball,top_off_ball_runs_support,top_off_ball_runs_underlap,top_press_pressing,top_press_pressure,top_press_counter_press,top_press_recovery_press,top_press_other,top_movement_winning,top_movement_drawing,top_movement_loosing,top_off_ball_runs_winning,top_off_ball_runs_drawing,top_off_ball_runs_loosing,top_choice_winning,top_choice_drawing,top_choice_loosing,top_choice_attempts_winning,top_choice_attempts_drawing,top_choice_attempts_loosing,top_press_winning,top_press_drawing,top_press_loosing,top_movement_left,top_movement_center,top_movement_right,top_movement_middle_third,top_movement_attacking_third,top_movement_penalty,top_off_ball_runs_left,top_off_ball_runs_center,top_off_ball_runs_right,top_off_ball_runs_middle_third,top_off_ball_runs_attacking_third,top_off_ball_runs_penalty,top_choice_left,top_choice_center,top_choice_right,top_choice_attempts_left,top_choice_attempts_center,top_choice_attempts_right,top_choice_middle_third,top_choice_attacking_third,top_choice_attempts_middle_third,top_choice_attempts_attacking_third,top_choice_penalty,top_choice_attempts_penalty,top_choice_build_up,top_choice_create,top_choice_finish,top_choice_direct,top_choice_quick_break,top_choice_transition,top_choice_set_play,top_choice_chaotic,top_choice_attempts_build_up,top_choice_attempts_create,top_choice_attempts_finish,top_choice_attempts_direct,top_choice_attempts_quick_break,top_choice_attempts_transition,top_choice_attempts_set_play,top_choice_attempts_chaotic,top_movement_jogging,top_movement_running,top_movement_hsr,top_movement_sprinting,top_off_ball_runs_running,top_off_ball_runs_hsr,top_off_ball_runs_sprinting
795506,C. Taylor,CF,Newcastle,0.51,0.38,0.5,2.0,2.0,0.02,0.4,0.08,0.0,0.0,0.0,0.0,0.01,0.0,0.34,0.04,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.01,0.0,0.0,1.25,0.0,0.25,0.5,0.0,0.27,0.25,0.0,0.19,0.19,0.0,0.0,0.5,0.0,0.0,2.0,0.0,2.0,0.0,0.22,0.22,0.07,0.19,0.32,0.0,0.14,0.21,0.03,0.13,0.25,0.0,0.5,0.0,0.0,2.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.14,0.05,0.16,0.11,0.08
163972,M. Mata,CF,Auckland FC,0.74,0.37,0.5,2.0,-0.5,0.0,0.02,0.24,0.01,0.13,0.2,0.09,0.03,0.0,0.01,0.08,0.0,0.13,0.15,0.0,0.0,0.06,0.0,0.28,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,-0.5,0.0,0.0,0.0,0.3,0.44,0.0,0.15,0.22,0.0,0.0,0.5,0.0,0.0,2.0,0.0,-0.5,0.0,0.0,0.12,0.48,0.14,0.07,0.67,0.35,0.06,0.28,0.03,0.0,0.37,0.28,0.0,0.5,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.31,0.32,0.07,0.0,0.22,0.15,0.0
965685,L. Gillion,LW,Auckland FC,3.04,1.97,0.46,35.0,0.5,0.02,0.31,1.74,0.17,0.46,0.03,0.23,0.07,0.0,0.21,1.09,0.15,0.46,0.03,0.01,0.03,0.1,0.01,1.44,0.01,0.03,0.03,0.02,0.31,0.02,0.0,0.0,0.0,0.0,0.5,0.0,0.05,2.98,0.0,0.03,1.95,0.0,1.0,0.44,0.0,1.0,34.0,0.0,0.0,0.5,0.0,1.08,1.95,0.0,0.24,2.8,1.63,0.37,1.6,0.01,0.06,1.91,1.53,0.5,0.5,0.0,16.0,16.0,3.0,0.39,0.56,18.0,16.0,0.43,7.0,0.0,0.31,0.56,0.0,0.0,0.5,0.5,0.0,0.0,13.0,18.0,0.0,0.0,2.0,2.0,0.0,1.01,0.67,0.65,0.59,0.83,0.8,0.35
966120,B. Gibson,CF,Newcastle,1.59,0.55,0.45,11.0,1.75,0.05,0.3,0.95,0.05,0.0,0.0,0.11,0.13,0.0,0.12,0.31,0.03,0.0,0.0,0.0,0.08,0.14,0.0,0.21,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.75,0.0,0.0,1.59,0.0,0.0,0.55,0.0,0.0,0.45,0.0,0.0,11.0,0.0,0.0,1.75,0.0,0.21,1.21,0.17,0.39,1.19,0.77,0.11,0.4,0.04,0.04,0.5,0.21,0.43,0.0,0.5,7.0,0.0,4.0,0.67,0.4,3.0,5.0,0.0,1.0,1.0,0.4,0.33,0.0,0.0,0.0,0.0,0.5,1.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.85,0.25,0.09,0.08,0.33,0.17,0.03
133501,L. Rogerson,RW,Auckland FC,1.57,0.99,0.42,19.0,1.25,0.01,0.23,1.11,0.0,0.03,0.06,0.12,0.02,0.0,0.13,0.75,0.0,0.03,0.06,0.01,0.02,0.02,0.0,0.84,0.0,0.03,0.0,0.02,0.06,0.02,0.01,0.0,0.25,0.0,1.0,0.0,0.0,1.57,0.0,0.0,0.99,0.0,0.0,0.42,0.0,0.0,19.0,0.0,0.0,1.25,0.0,0.06,1.16,0.35,0.1,1.46,0.9,0.0,0.83,0.16,0.04,0.95,0.75,0.5,0.4,0.42,2.0,5.0,12.0,0.25,0.55,8.0,11.0,0.67,3.0,0.0,0.4,0.44,0.0,0.0,0.0,0.0,0.5,1.0,5.0,9.0,0.0,0.0,0.0,1.0,2.0,0.7,0.39,0.27,0.18,0.53,0.28,0.19
43829,N. Moreno,RW,Auckland FC,0.6,0.32,0.4,5.0,0.25,0.0,0.03,0.19,0.08,0.07,0.06,0.14,0.02,0.0,0.02,0.08,0.08,0.04,0.05,0.02,0.01,0.0,0.01,0.17,0.0,0.0,0.0,0.0,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.25,0.13,0.47,0.0,0.07,0.25,0.0,1.0,0.25,0.0,1.0,4.0,0.0,0.25,0.0,0.0,0.05,0.24,0.31,0.11,0.49,0.23,0.0,0.22,0.1,0.08,0.24,0.16,1.0,0.0,0.25,1.0,0.0,4.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.33,0.06,0.13,0.08,0.11,0.21,0.0
795507,L. Bayliss,AM,Newcastle,0.87,0.5,0.38,13.0,1.0,0.03,0.2,0.51,0.02,0.0,0.0,0.01,0.1,0.0,0.11,0.33,0.01,0.0,0.0,0.0,0.05,0.15,0.02,0.12,0.0,0.0,0.03,0.01,0.08,0.09,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.87,0.0,0.0,0.5,0.0,0.0,0.38,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.36,0.36,0.16,0.21,0.64,0.29,0.23,0.16,0.11,0.06,0.43,0.14,0.44,1.0,0.0,9.0,1.0,3.0,0.5,0.33,6.0,6.0,0.5,2.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,0.43,0.08,0.25,0.01,0.21,0.27,0.02
50951,J. Brimmer,CF,Auckland FC,1.87,1.01,0.38,29.0,0.25,0.01,0.27,0.76,0.02,0.22,0.13,0.35,0.11,0.0,0.14,0.32,0.01,0.15,0.12,0.24,0.03,0.2,0.01,0.5,0.05,0.01,0.03,0.02,0.1,0.09,0.0,-0.5,0.25,0.0,0.5,0.0,0.0,1.87,0.0,0.0,1.01,0.0,0.0,0.38,0.0,0.0,29.0,0.0,0.0,0.25,0.0,0.63,1.05,0.19,0.22,1.64,0.88,0.27,0.65,0.09,0.04,0.97,0.64,0.33,0.5,0.25,15.0,10.0,4.0,0.36,0.38,11.0,16.0,0.0,1.0,0.0,0.3,0.54,0.0,0.0,0.0,0.0,0.5,0.0,10.0,13.0,0.0,0.0,0.0,4.0,2.0,1.14,0.49,0.13,0.06,0.73,0.27,0.0
797297,M. Scarcella,AM,Newcastle,0.05,0.01,0.38,8.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.38,0.0,0.0,8.0,0.0,0.0,0.0,0.02,0.02,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.25,1.0,0.33,4.0,1.0,3.0,0.5,0.0,6.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.01,0.0,0.0
50983,D. Ingham,RB,Newcastle,0.48,0.13,0.36,39.0,3.0,0.0,0.12,0.22,0.0,0.0,0.0,0.12,0.01,0.0,0.05,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.05,0.01,0.02,0.0,1.0,0.0,-0.25,2.25,0.0,0.39,0.08,0.0,0.12,0.01,0.0,0.34,0.43,0.0,32.0,7.0,0.0,3.0,0.0,0.0,0.22,0.25,0.12,0.35,0.2,0.0,0.03,0.09,0.05,0.08,0.03,0.0,0.29,0.38,0.0,7.0,32.0,0.35,0.5,23.0,8.0,0.0,1.0,0.67,0.24,0.67,0.0,0.0,0.0,0.0,0.0,3.0,25.0,9.0,0.0,0.0,0.0,0.0,2.0,0.37,0.06,0.02,0.01,0.08,0.05,0.0
